Event_Title,Start_Date,Start_Time,End_Date,End_Time,Category,Tags,Excerpt,Location_Business_Name,Location_Address,Location_City_State_ZIP,Event_URL,Event_Image,Text_Block,Published_Date,Workflow_State
Bluebell Photography Workshop | Warwickshire | 20 Apr,20/04/2026,05:45:00,20/04/2026,09:45:00,"1-day,2.5hrs-4hrs",,"20/04/2026Warwickshire - Sunrise or afternoon bluebell photography workshop in a private Bluebell Woodlands with a professional, award-winning photographer",Warwickshire,"England, B95 5BG, United Kingdom",B95 5BG,https://www.alanranger.com/photographic-workshops-near-me/bluebell-photography-photo-workshop-warwickshire-20,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1709978458896-3LYJ0YBU7A1VGPI2OD4B/Bluebell+Woodlands+-+Sunrise.jpg,,13/05/2025 10:28,Published
Bluebell Photography Workshop | Warwickshire | 21 Apr,21/04/2026,05:45:00,21/04/2026,15:00:00,"1-day,2.5hrs-4hrs",,"21/04/2026Warwickshire - Sunrise or afternoon bluebell photography workshop in a private Bluebell Woodlands with a professional, award-winning photographer",Warwickshire,"England, B95 5BG, United Kingdom",B95 5BG,https://www.alanranger.com/photographic-workshops-near-me/bluebell-photography-photo-workshop-warwickshire-21,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1709978458896-3LYJ0YBU7A1VGPI2OD4B/Bluebell+Woodlands+-+Sunrise.jpg,,13/05/2025 10:29,Published
Bluebell Photography Workshop | Warwickshire | 22 Apr ,22/04/2026,05:45:00,22/04/2026,15:00:00,"1-day,2.5hrs-4hrs",,"22/04/2026Warwickshire - Sunrise or afternoon bluebell photography workshop in a private Bluebell Woodlands with a professional, award-winning photographer",Warwickshire,"England, B95 5BG, United Kingdom",B95 5BG,https://www.alanranger.com/photographic-workshops-near-me/bluebell-photography-photo-workshop-warwickshire-22,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1709978458896-3LYJ0YBU7A1VGPI2OD4B/Bluebell+Woodlands+-+Sunrise.jpg,,13/05/2025 10:29,Published
Bluebell Photography Workshop | Warwickshire | 23 Apr,23/04/2026,05:45:00,23/04/2026,15:00:00,"1-day,2.5hrs-4hrs",,"23/04/2026Warwickshire - Sunrise or afternoon bluebell photography workshop in a private Bluebell Woodlands with a professional, award-winning photographer",Warwickshire,"England, B95 5BG, United Kingdom",B95 5BG,https://www.alanranger.com/photographic-workshops-near-me/bluebell-photography-photo-workshop-warwickshire-23,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1709978458896-3LYJ0YBU7A1VGPI2OD4B/Bluebell+Woodlands+-+Sunrise.jpg,,13/05/2025 10:30,Published
Bluebell Photography Workshop | Warwickshire | 24 Apr,24/04/2026,05:45:00,24/04/2026,15:00:00,"1-day,2.5hrs-4hrs",,"24/04/2026Warwickshire - Sunrise or afternoon bluebell photography workshop in a private Bluebell Woodlands with a professional, award-winning photographer",Warwickshire,"England, B95 5BG, United Kingdom",B95 5BG,https://www.alanranger.com/photographic-workshops-near-me/bluebell-photography-photo-workshop-warwickshire-24,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1709978458896-3LYJ0YBU7A1VGPI2OD4B/Bluebell+Woodlands+-+Sunrise.jpg,,11/04/2025 11:20,Published
Bluebell Photography Workshop | Warwickshire | 25 Apr,25/04/2026,05:45:00,25/04/2026,15:00:00,"1-day,2.5hrs-4hrs",,"25/04/2026Warwickshire - Sunrise or afternoon bluebell photography workshop in a private Bluebell Woodlands with a professional, award-winning photographer",Warwickshire,"England, B95 5BG, United Kingdom",B95 5BG,https://www.alanranger.com/photographic-workshops-near-me/bluebell-photography-photo-workshop-warwickshire-25,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1709978458896-3LYJ0YBU7A1VGPI2OD4B/Bluebell+Woodlands+-+Sunrise.jpg,,13/05/2025 10:33,Published
Bluebell Photography Workshop | Warwickshire | 26 Apr,26/04/2026,05:45:00,26/04/2026,09:45:00,"1-day,2.5hrs-4hrs",,"26/04/2026Warwickshire - Sunrise or afternoon bluebell photography workshop in a private Bluebell Woodlands with a professional, award-winning photographer",Warwickshire,"England, B95 5BG, United Kingdom",B95 5BG,https://www.alanranger.com/photographic-workshops-near-me/bluebell-photography-photo-workshop-warwickshire-17,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1709978458896-3LYJ0YBU7A1VGPI2OD4B/Bluebell+Woodlands+-+Sunrise.jpg,,13/05/2025 10:30,Published
Bluebell Photography Workshop | Warwickshire | 27 Apr,27/04/2026,05:45:00,27/04/2026,15:00:00,"1-day,2.5hrs-4hrs",,"27/04/2026Warwickshire - Sunrise or afternoon bluebell photography workshop in a private Bluebell Woodlands with a professional, award-winning photographer",Warwickshire,"England, B95 5BG, United Kingdom",B95 5BG,https://www.alanranger.com/photographic-workshops-near-me/bluebell-photography-photo-workshop-warwickshire-18,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1709978458896-3LYJ0YBU7A1VGPI2OD4B/Bluebell+Woodlands+-+Sunrise.jpg,,13/05/2025 10:30,Published
Bluebell Photography Workshop | Warwickshire | 28 Apr,28/04/2026,05:45:00,28/04/2026,15:00:00,"1-day,2.5hrs-4hrs",,"28/04/2026Warwickshire - Sunrise or afternoon bluebell photography workshop in a private Bluebell Woodlands with a professional, award-winning photographer",Warwickshire,"England, B95 5BG, United Kingdom",B95 5BG,https://www.alanranger.com/photographic-workshops-near-me/bluebell-photography-photo-workshop-warwickshire-19,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1709978458896-3LYJ0YBU7A1VGPI2OD4B/Bluebell+Woodlands+-+Sunrise.jpg,,13/05/2025 10:31,Published
Bluebell Photography Workshop | Warwickshire | 29 Apr,29/04/2026,05:45:00,29/04/2026,15:00:00,"1-day,2.5hrs-4hrs",,"29/04/2026Warwickshire - Sunrise or afternoon bluebell photography workshop in a private Bluebell Woodlands with a professional, award-winning photographer",Warwickshire,"England, B95 5BG, United Kingdom",B95 5BG,https://www.alanranger.com/photographic-workshops-near-me/bluebell-photography-photo-workshop-warwickshire-29,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1709978458896-3LYJ0YBU7A1VGPI2OD4B/Bluebell+Woodlands+-+Sunrise.jpg,,13/05/2025 10:35,Published
Bluebell Photography Workshop | Warwickshire | 30 Apr,30/04/2026,05:45:00,30/04/2026,15:00:00,"1-day,2.5hrs-4hrs",,"30/04/2026Warwickshire - Sunrise or afternoon bluebell photography workshop in a private Bluebell Woodlands with a professional, award-winning photographer",Warwickshire,"England, B95 5BG, United Kingdom",B95 5BG,https://www.alanranger.com/photographic-workshops-near-me/bluebell-photography-photo-workshop-warwickshire-30,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1709978458896-3LYJ0YBU7A1VGPI2OD4B/Bluebell+Woodlands+-+Sunrise.jpg,,13/05/2025 10:36,Published
Bluebell Photography Workshop | Warwickshire | 01 May,01/05/2026,05:45:00,01/05/2026,15:00:00,"1-day,2.5hrs-4hrs",,"01/05/2026Warwickshire - Sunrise or afternoon bluebell photography workshop in a private Bluebell Woodlands with a professional, award-winning photographer",Warwickshire,"England, B95 5BG, United Kingdom",B95 5BG,https://www.alanranger.com/photographic-workshops-near-me/bluebell-photography-photo-workshop-warwickshire-01,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1709978458896-3LYJ0YBU7A1VGPI2OD4B/Bluebell+Woodlands+-+Sunrise.jpg,,13/05/2025 10:37,Published
Long Exposure Photography Workshop - Burnham on Sea Sunset,02/05/2026,18:30:00,02/05/2026,21:00:00,2.5hrs-4hrs,,"02/05/2026Burnham on Sea Lighthouse | Long exposure photography workshop, sunset and iconic coastline images from this famous lighthouse in Somerset, UK",Somerset,"Burnham-on-Sea, TA8 2ET, United Kingdom",TA8 2ET,https://www.alanranger.com/photographic-workshops-near-me/long-exposure-photography-burnham-on-sea,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1546345535824-FU1FQXB42JQ9VCKIOEWN/burnham+still-Photography-Workshops.jpg,,19/08/2025 13:35,Published
Woodland Photography Walk | Meriden | Millisons Wood,03/05/2026,09:30:00,03/05/2026,11:30:00,2.5hrs-4hrs,,03/05/2026Woodland Photography Walk - Enjoy and learn in a 2hr informal walk through woodlands with any camera under the support of a professional Photographer,Meriden,"Albert Road, CV5 9AS, United Kingdom",CV5 9AS,https://www.alanranger.com/photographic-workshops-near-me/woodland-photography-walk-meriden-millisons-wood,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1709978483227-AGNBKSFNJEJ0VP2ERGWQ/Down+Under.jpg,"

<div class=""sqs-html-content"" data-sqsp-text-block-content="""">
  <h3 style=""white-space:pre-wrap;""><strong>Location - Woodland Photography Walk</strong></h3><h3 style=""white-space:pre-wrap;"">Millisons Wood Nature Reserve, Meriden, Warwickshire</h3>
</div>




















  
  



",04/11/2025 18:21,Published
Long Exposure Photography Workshop - Sunset | Kenilworth,06/05/2026,18:30:00,06/05/2026,20:30:00,2.5hrs-4hrs,,06/05/2026Kenilworth - Learn long exposure photography and make interesting movement shots on this photography workshop night shoot around Kenilworth Castle.,Kenilworth,"36 Castle Rd, England, CV8 1NG, United Kingdom",CV8 1NG,https://www.alanranger.com/photographic-workshops-near-me/long-exposure-photography-workshop-kenilworth1,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1677346062246-6DAXRO5SKD1LJ1TBFEL2/kenilworth+defenses.jpg,,31/10/2025 15:10,Published
Fairy Glen Betws-y-Coed Photography Workshop - Wales - May,08/05/2026,10:00:00,08/05/2026,13:30:00,2.5hrs-4hrs,wales,08/05/2026Fairy Glen Betws-y-Coed Photography Workshop - A magical serene gorge through the river Conwy provides a great opportunity to practise long exposure,Snowdonia National Park,"Betws-y-Coed, Wales, LL24 0SG, United Kingdom",LL24 0SG,https://www.alanranger.com/photographic-workshops-near-me/fairy-glen-photography-betws-y-coed,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1739453577809-DTGISJZ35FIE7U21YIOJ/Fairy+Glen+2.jpg,,31/10/2025 15:10,Published
Menai and Anglesey Photography Workshop | Wales | May,08/05/2026,15:00:00,10/05/2026,15:00:00,2-5-days,wales,08/05/2026Anglesey photography workshop - Welsh sea and landscape photography on the iconic island and coastline of Anglesey and Menai | All levels welcome,Wales - Anglesey,"LL60 6LA, United Kingdom",LL60 6LA,https://www.alanranger.com/photographic-workshops-near-me/anglesey-photography-workshop-wales,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1546342807877-4AF2AFH94TL5RIE914UZ/Llanddwyn+Island+II-Photography-Workshops.jpg,,20/07/2025 10:43,Published
Long Exposure Photography Workshop - Kenilworth 11-05,11/05/2026,18:30:00,11/05/2026,20:30:00,2.5hrs-4hrs,,11/05/2026Kenilworth - Learn long exposure photography and make interesting movement shots on this photography workshop night shoot around Kenilworth Castle.,Kenilworth,"Castle Hill, Kenilworth, England, CV8 1ND, United Kingdom",CV8 1ND,https://www.alanranger.com/photographic-workshops-near-me/long-exposure-photography-workshop-kenilworth4,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1675345926122-FG9G39T5F3OOT1CNEZMP/kenilworth+defenses.jpg,,04/11/2025 18:21,Published
Peak District Photography Workshops Padley Gorge - 16-5,16/05/2026,09:30:00,16/05/2026,16:00:00,"1-day,2.5hrs-4hrs",,"16/05/2026Peak District Photography Workshops - Padley Gorge - a narrow, tree-lined gorge with a river so provides ample opportunity for macro &amp; movement shots",Peak District,"Upper Padley, Grindleford, S32 2JA, United Kingdom",S32 2JA,https://www.alanranger.com/photographic-workshops-near-me/peak-district-photography-workshops-spring,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1714493375483-G5PG1FYXR8VXFG6VNF6J/peak+district+photography.jpg,,04/11/2025 18:21,Published
Abstract and Macro Photography Workshop Warwickshire - May,17/05/2026,10:00:00,17/05/2026,12:30:00,2.5hrs-4hrs,,17/05/2026Warwickshire - Abstract and Macro Photography Workshops. Learn how to photograph macro images with an award-winning professional photographer.,Warwickshire,"45 Hathaway Road, Coventry, England, CV4 9HW, United Kingdom",CV4 9HW,https://www.alanranger.com/photographic-workshops-near-me/abstract-and-macro-photography-workshop-coventry,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1734084297980-W42TDI502DA8I78VBBO5/Abstract%2Band%2BMacro%2BPhotography%2BWorkshops.jpg,,04/11/2025 18:21,Published
Garden Photography Workshops | Private Garden | Coventry,17/05/2026,15:00:00,17/05/2026,17:00:00,2.5hrs-4hrs,,"17/05/2026Coventry - Garden Photography Workshop- macro, close-up or abstract - gardens offer endless opportunities to practise and perfect image-making.",Coventry,"45 Hathaway Road, Coventry, CV4 9HW, United Kingdom",CV4 9HW,https://www.alanranger.com/photographic-workshops-near-me/garden-photography-workshop-mxyms,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1630230262554-WWSOU1WKBUV46Y6A095X/_.jpg,,04/11/2025 18:21,Published
Sunset Photography Workshop - Chesterton Windmill 18-5,18/05/2026,18:30:00,18/05/2026,21:00:00,2.5hrs-4hrs,,18/05/2026Warwickshire - Chesterton Windmill - Practise and learn long exposure and composition at this famous windmill on this photography night shoot.,Warwickshire,"Windmill Hill Ln, England, CV33 9LB, United Kingdom",CV33 9LB,https://www.alanranger.com/photographic-workshops-near-me/sunset-chesterton-windmill-photography-workshop,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1546348269382-80B9O6W1H3BZNIMXZI7Q/chesterton-windmill-photography-workshops.jpg,,04/11/2025 18:21,Published
Exmoor Photography Workshops - Seascapes | Lynmouth,23/05/2026,10:00:00,24/05/2026,15:30:00,2-5-days,,"23/05/2026Exmoor Photography Workshops - Lynmouth provides secluded bays to shoot rock formations, and seascapes, long exposure and plenty more for you",North Devon/Exmoor,"Lynmouth, EX35 6EQ, United Kingdom",EX35 6EQ,https://www.alanranger.com/photographic-workshops-near-me/exmoor-photography-workshops-seascapes-lynmouth,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1547714389865-FFD4IC72F5OYSMAFOVGT/timeless+memories-Alan-Ranger-Photography.jpg,,31/10/2025 15:13,Published
Sezincote Garden Photography - Mughal palace in Cotswolds,29/05/2026,11:00:00,29/05/2026,13:30:00,2.5hrs-4hrs,,"29/05/2026Gloucestershire - A visit to Sezincote Gardens, Mughal Palace to enjoy garden photography at the impressive estate’s grounds | Moreton on Marsh",Gloucestershire,"1 Icehouse Ln, Sezincote, England, GL56 9AW, United Kingdom",GL56 9AW,https://www.alanranger.com/photographic-workshops-near-me/sezincote-garden-photography-workshop,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1715078225982-X01ZZ737OV5I7IFI0W5Q/sezincote+garden+photography.jpg,,31/10/2025 15:13,Published
Wales Photography Workshop Pistyll Rhaeadr and Lake Vyrnwy ,30/05/2026,09:30:00,31/05/2026,15:00:00,2-5-days,wales,"30/05/2026Wales Photography workshop - Valleys, rivers, lakes, mountains, woodlands and waterfalls | Join me on this exciting, varied 2-day photography event",Wales - Dee Valley,"LL20 7LD, United Kingdom",LL20 7LD,https://www.alanranger.com/photographic-workshops-near-me/wales-photography-workshop-vyrnwy-pistyll-rhaeadr,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1538936266800-X7E25G1Y68K21JET6YMU/Lake+Vyrnwy+-Photography-Workshops.jpg,,13/11/2025 17:37,Published
Lavender Photography Workshop Gloucestershire at Sunset 4,04/07/2026,17:00:00,04/07/2026,20:00:00,2.5hrs-4hrs,,04/07/2026Cotswolds - Lavender Photography Workshop at spectacular Lavender fields. Shoot into the sunset hours for amazing colour and scenes - Gloucestershire,Cotswolds,"7 Manor Barns, Snowshill, England, WR12 7JR, United Kingdom",WR12 7JR,https://www.alanranger.com/photographic-workshops-near-me/lavender-photography-workshop-sunset-19,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1700307138506-ZKLVZEG55N58GETAAWJT/Provence+en+Angleterre.jpg,"

<div class=""sqs-html-content"" data-sqsp-text-block-content="""">
  <h2 style=""white-space:pre-wrap;""><strong>Lavender Photography</strong></h2>
</div>




















  
  



",31/10/2025 15:13,Published
Lavender Photography Workshop Gloucestershire at Sunset,11/07/2026,17:00:00,11/07/2026,20:00:00,2.5hrs-4hrs,,11/07/2026Cotswolds - Lavender Photography Workshop at spectacular Lavender fields. Shoot into the sunset hours for amazing colour and scenes - Gloucestershire,Cotswolds,"7 Manor Barns, Snowshill, England, WR12 7JR, United Kingdom",WR12 7JR,https://www.alanranger.com/photographic-workshops-near-me/lavender-photography-workshop-sunset,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1700307138506-ZKLVZEG55N58GETAAWJT/Provence+en+Angleterre.jpg,"

<div class=""sqs-html-content"" data-sqsp-text-block-content="""">
  <h2 style=""white-space:pre-wrap;""><strong>Lavender Photography</strong></h2>
</div>




















  
  



",31/10/2025 15:13,Published
Garden Photography Workshop | Private Garden | Coventry,12/07/2026,15:00:00,12/07/2026,17:00:00,2.5hrs-4hrs,,"12/07/2026Coventry - Garden Photography Workshop- macro, close-up or abstract - gardens offer endless opportunities to practise and perfect image-making.",Coventry,"45 Hathaway Road, Coventry, CV4 9HW, United Kingdom",CV4 9HW,https://www.alanranger.com/photographic-workshops-near-me/garden-photography-workshop,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1630230262554-WWSOU1WKBUV46Y6A095X/_.jpg,,09/10/2025 10:45,Published
